Course_Name,rating,topics covered,Designed for,Certification Type,Duration
Google Project Management (DE),4.3,"[' Design and Product, Microsoft Excel, Software Engineering, Leadership and Management, Business Analysis, Business Design, Data Analysis, Marketing Design, Creativity, Persona Research']",Beginner , Professional Certificate , 3 - 6 Months
Advanced Embedded Linux Development,4.1,"[' Computer Programming, Operating Systems, System Software, Linux, System Programming, Agile Software Development']",Intermediate , Specialization , 1 - 3 Months
Project Management & Other Tools for Career Development,4.7,"[' Project Management, Communication, Collaboration, Decision Making, Leadership and Management, Strategy and Operations, Business Communication, People Management, Business Analysis, Conflict Management, Critical Thinking, Problem Solving, Professional Development, Customer Relationship Management, Negotiation, Planning, Writing, Deep Learning, Business Research, Correlation And Dependence, Data Visualization Software, Exploratory Data Analysis, Risk Management, Scrum (Software Development), Statistical Tests']",Beginner , Specialization , 3 - 6 Months
Certified Business Analysis Professionalâ¢ (CBAPÂ®),4.8,"[' Adaptability, Business Analysis, Collaboration, Communication, Planning, Strategy']",Intermediate , Specialization , 3 - 6 Months
Calculus for Machine Learning and Data Science,4.8,"[' Machine Learning, Calculus, Differential Equations, Mathematics, Machine Learning Algorithms, Regression, Algebra, Algorithms, Artificial Neural Networks']",Beginner , Course , 1 - 4 Weeks
Primeros Auxilios PsicolÃ³gicos (PAP),4.8,[],Mixed , Course , 1 - 3 Months
SQL for Data Science,4.6,"[' Data Analysis, Data Management, Data Model, Databases, SQL']",Beginner , Course , 1 - 4 Weeks
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),4.9,"[' Computational Logic, Computer Architecture, Computer Programming, Hardware Design, Theoretical Computer Science, Computer Programming Tools, Critical Thinking, Problem Solving, Systems Design']",Mixed , Course , 1 - 3 Months
Excel Skills for Business: Essentials,4.9,"[' Microsoft Excel, Spreadsheet Software, Data Visualization, Plot (Graphics), Data Analysis, Leadership and Management']",Beginner , Course , 1 - 3 Months
Software Architecture for Big Data,3.4,"[' Big Data, Software Engineering, Software Testing']",Advanced , Specialization , 1 - 3 Months
Investment Management,4.7,"[' Finance, Investment Management, Leadership and Management, Financial Analysis, Risk Management, Financial Management, Market Analysis, Strategy, Decision Making, Behavioral Economics, Strategy and Operations, Correlation And Dependence, Market Research, Performance Management, Probability & Statistics, Business Psychology, Mathematical Theory & Analysis, Banking, Statistical Analysis']",Beginner , Specialization , 3 - 6 Months
Build Dynamic User Interfaces (UI) for Websites,4.8,"[' User Experience, Web Design, Web Development Tools']",Beginner , Course , 1 - 4 Weeks
School Health for Children and Adolescents,4.8,[' Leadership and Management'],Beginner , Specialization , 3 - 6 Months
MATLAB Programming for Engineers and Scientists,4.8,"[' Computer Programming, Other Programming Languages, Matlab, Data Analysis, Algorithms, Theoretical Computer Science, Data Visualization, Mathematics, Plot (Graphics), Visualization (Computer Graphics), Computer Graphics, Statistical Machine Learning, Data Analysis Software, Problem Solving, Programming Principles']",Beginner , Specialization , 3 - 6 Months
AI Applications in Marketing and Finance,4.7,"[' Business Analysis, Machine Learning, Customer Analysis, Finance, Financial Accounting, Marketing, Probability & Statistics, Statistical Machine Learning, User Experience']",Mixed , Course , 1 - 4 Weeks
Six Sigma Black Belt,4.5,"[' Leadership and Management, Organizational Development, Strategy and Operations, General Statistics, Probability & Statistics, Operations Management, Process Analysis, Statistical Analysis, Business Analysis, Data Analysis, Operational Analysis, Project Management, Business Process Management, Performance Management, Basic Descriptive Statistics, Entrepreneurship, Statistical Tests, Problem Solving, Probability Distribution, Statistical Visualization, Strategy, Decision Making, Leadership Development, Planning, Correlation And Dependence, People Management, Communication, Customer Analysis, Marketing, Sales, Conflict Management, Customer Success, Experiment']",Intermediate , Specialization , 3 - 6 Months
"NoSQL, Big Data, and Spark Foundations",4.5,"[' Apache, Extract, Transform, Load, Big Data, Distributed Computing Architecture, Data Management, Machine Learning, Kubernetes, Data Architecture, Data Warehousing, Process Analysis, Python Programming, Cloud Computing, IBM Cloud, NoSQL']",Beginner , Specialization , 3 - 6 Months
The Business of Music Production,4.8,"[' Creativity, Critical Thinking, Regulations and Compliance, Problem Solving, Process Analysis, Writing, Decision Making, Business Analysis, Conflict Management, Strategy, Leadership and Management']",Beginner , Specialization , 3 - 6 Months
Creating Business Value with Data and Looker,4.7,"[' Cloud Computing, Cloud Platforms, Data Analysis, Google Cloud Platform, Looker (Software), Machine Learning']",Intermediate , Specialization , 3 - 6 Months
Financial Management,4.7,"[' Financial Management, Finance, Financial Analysis, Financial Accounting, Leadership and Management, Accounting, Investment Management, Risk Management, Cash Management, Accounts Payable and Receivable, General Accounting, Management Accounting, Account Management, Corporate Accouting, Generally Accepted Accounting Principles (GAAP), Cost Accounting, Decision Making, Market Analysis, Securities Trading, Strategy, Correlation And Dependence, Taxes, Mergers & Acquisitions']",Intermediate , Specialization , 3 - 6 Months
Pricing Strategy Optimization,4.8,"[' Marketing, Strategy, Strategy and Operations, Customer Analysis, Sales, Business Analysis, Product Strategy, Leadership and Management, Market Analysis, Product Marketing, Design and Product, Product Management, Entrepreneurship, Decision Making, Market Research, Accounting, Game Theory, B2B Sales, Cost Accounting, Product Lifecycle, Retail Sales']",Beginner , Specialization , 3 - 6 Months
Foundations of Data Structures and Algorithms,4.6,"[' Algorithms, Theoretical Computer Science, Data Structures, Computer Programming, Graph Theory, Problem Solving, Computational Logic, Computational Thinking, Mathematical Theory & Analysis, Mathematics, Applied Mathematics, Python Programming']",Advanced , Specialization , 3 - 6 Months
Probabilistic Graphical Models,4.6,"[' Bayesian Network, Probability & Statistics, General Statistics, Graph Theory, Probability Distribution, Bayesian Statistics, Markov Model, Correlation And Dependence, Machine Learning, Network Model, Decision Making, Human Learning, Algorithms']",Advanced , Specialization , 3 - 6 Months
Positive Psychiatry and Mental Health,4.8,[' Resilience'],Mixed , Course , 1 - 3 Months
Viral Marketing and How to Craft Contagious Content,4.8,"[' Brand Management, Communication, Critical Thinking, Influencing, Marketing, Media Strategy & Planning, People Analysis, Social Media, Strategy, Market Analysis']",Mixed , Course , 1 - 4 Weeks
Social Psychology,4.7,[],Beginner , Course , 1 - 3 Months
Cybersecurity Attack and Defense Fundamentals,4.6,"[' Network Security, Security Engineering, System Security, Computer Networking, Computer Security Incident Management, Software Security, Computer Security Models, Mobile Security, Cyberattacks, Security Software, Internet Of Things, Network Architecture, Cloud Computing, Critical Thinking, Kubernetes, Regulations and Compliance']",Beginner , Specialization , 3 - 6 Months
International Women's Health and Human Rights,4.9,[],Beginner , Course , 3 - 6 Months
Palliative Care Always,4.7,"[' Communication, Planning, Leadership and Management']",Beginner , Specialization , 3 - 6 Months
The Manager's Toolkit: A Practical Guide to Managing People at Work,4.7,"[' Human Resources, Leadership and Management, People Management, Conflict Management, Decision Making, Human Resources Operations, People Analysis, Performance Management, Recruitment, Business Analysis, Employee Relations, Leadership Development, Organizational Development, People Development']",Mixed , Course , 1 - 3 Months
Assets in Accounting,4.4,"[' Accounting, General Accounting, Accounts Payable and Receivable, Cost Accounting, Finance, Financial Accounting, Financial Management, Inventory Management, Sales']",Beginner , Course , 1 - 4 Weeks
AWS Cloud Technical Essentials,4.8,"[' Amazon Web Services, Cloud Computing, Cloud Storage']",Beginner , Course , 1 - 4 Weeks
Clinical Trials: Good Clinical Practice,4.7,[' Google Cloud Platform'],Beginner , Specialization , 1 - 3 Months
Music Production,4.8,"[' Creativity, Planning']",Beginner , Specialization , 3 - 6 Months
Google Project Management (PT),4.9,"[' Project Management, Process Analysis, Collaboration, Organizational Development, Communication, Decision Making, Strategy, Product Management, Business Communication, Adaptability, Agile Software Development, Change Management, Leadership and Management, People Analysis, Scrum (Software Development), Strategy and Operations, Budget Management, Continuous Integration, Risk Management, Spreadsheet Software, Professional Development, Programming Principles, Application Development, Software Engineering']",Beginner , Professional Certificate , 3 - 6 Months
Scrum Master,4.6,"[' Project Management, Scrum (Software Development)']",Beginner , Specialization , 3 - 6 Months
AI & Law,4.7,"[' Human Computer Interaction, Human Learning, Machine Learning, Applied Machine Learning, Decision Making, Machine Learning Algorithms, Business Intelligence, Leadership and Management, Process Analysis, Regulations and Compliance']",Beginner , Course , 1 - 4 Weeks
Embedding Sensors and Motors,4.6,[' Computer Programming'],Intermediate , Specialization , 3 - 6 Months
GPU Programming,2.7,"[' Python Programming, Machine Learning, Computer Programming, Artificial Neural Networks, C Programming Language Family, C++ Programming, Algorithms, Data Science, Linear Algebra']",Intermediate , Specialization , 3 - 6 Months
Blockchain,4.6,"[' BlockChain, Cryptography, Finance, Algorithms, Problem Solving, Application Development, Computer Programming, Contract Management, Data Structures, Security Engineering, Critical Thinking, Programming Principles, Payments, Research and Design, Software Engineering Tools, System Security, Other Programming Languages, Distributed Computing Architecture, Security Strategy']",Intermediate , Specialization , 3 - 6 Months
Behavioral Finance,4.4,"[' Behavioral Economics, Business Psychology, Critical Thinking, Decision Making, Finance, Investment Management, People Analysis, Probability & Statistics, Problem Solving, Strategy']",Beginner , Course , 1 - 4 Weeks
The DIY Musician,4.7,"[' Strategy, Writing, Entrepreneurship, Planning, Brand Management, Communication, Critical Thinking, Leadership and Management, Collaboration, Marketing, Strategy and Operations']",Beginner , Specialization , 3 - 6 Months
Keller Williams Real Estate Agent,5.0,"[' Leadership and Management, Negotiation']",Beginner , Professional Certificate , 3 - 6 Months
Unilever Supply Chain Data Analyst,4.7,"[' Data Analysis, Data Visualization, Leadership and Management, Problem Solving, Risk Management']",Beginner , Professional Certificate , 3 - 6 Months
Practical Guide to Trading,4.3,"[' Finance, Investment Management, Financial Analysis, Leadership and Management, Risk Management, Securities Trading, Financial Management, Market Analysis, Strategy, Strategy and Operations, Business Analysis, Accounting, Data Analysis, Securities Sales, Taxes']",Beginner , Specialization , 3 - 6 Months
Introduction to Corporate Finance,4.6,"[' Accounting, Budget Management, Finance, General Accounting, Business Analysis, Data Analysis, Decision Making, Entrepreneurship, Mathematical Theory & Analysis, Strategy and Operations']",Mixed , Course , 1 - 4 Weeks
IELTS Preparation,4.6,"[' Strategy, Writing']",Beginner , Specialization , 1 - 3 Months
Bayesian Statistics,4.6,"[' Probability & Statistics, Bayesian Statistics, Probability Distribution, General Statistics, Statistical Analysis, R Programming, Statistical Programming, Mathematics, Regression, Data Analysis, Estimation, Mathematical Theory & Analysis, Machine Learning, Markov Model, Forecasting']",Intermediate , Specialization , 3 - 6 Months
Large Language Model Operations (LLMOps),4.7,"[' Cloud Computing, Data Science, Machine Learning, Python Programming']",Beginner , Specialization , 3 - 6 Months
Project Management Principles and Practices,4.7,"[' Project Management, Strategy and Operations, Leadership and Management, Collaboration, Communication, Conflict Management, Risk Management, Estimation, Planning']",Beginner , Specialization , 3 - 6 Months
Software Design and Architecture,4.6,"[' Software Architecture, Software Engineering, Systems Design, Programming Principles, Computer Programming, System Software, Application Development, Computer Architecture, Design and Product, Java Programming, Product Design, Software Engineering Tools, Problem Solving, Computational Thinking, Project Management, System Programming']",Beginner , Specialization , 3 - 6 Months
Cybersecurity Operations Fundamentals,4.8,"[' Computer Security Incident Management, Network Security']",Beginner , Specialization , 3 - 6 Months
Introduction to Large Language Models,4.4,[' Machine Learning'],Beginner , Course , 1 - 4 Weeks
Investment Management with Python and Machine Learning,4.6,"[' Investment Management, Python Programming, Finance, Data Analysis, Computer Programming, Machine Learning, Statistical Programming, Applied Machine Learning, Financial Analysis, Machine Learning Algorithms, Risk Management, Statistical Machine Learning, Data Analysis Software, Data Management, Data Mining, Natural Language Processing, Algorithms, Human Learning, Big Data, Computer Science']",Beginner , Specialization , 3 - 6 Months
Fundamentals of Graphic Design,4.8,"[' Communication, Computer Graphic Techniques, Computer Graphics, Creativity, Design and Product, Geometry, Graph Theory, Graphic Design, Interactive Design, Visual Design, Visualization (Computer Graphics)']",Beginner , Course , 1 - 3 Months
Work Smarter with Microsoft Excel,4.7,"[' Critical Thinking, Data Analysis, Data Visualization, Microsoft Excel, Spreadsheet Software, Accounting, Data Analysis Software, Data Model, General Accounting, Visual Design, Leadership and Management']",Beginner , Course , 1 - 3 Months
Good with Words: Writing and Editing,4.7,"[' Writing, Communication, Leadership and Management, Professional Development, Critical Thinking, Creativity, Planning, Resilience']",Beginner , Specialization , 3 - 6 Months
Everyday Excel,4.7,"[' Microsoft Excel, Data Analysis, Spreadsheet Software, Business Analysis, Data Analysis Software, Data Management, Critical Thinking, Problem Solving, Mathematics, Data Visualization, Computer Programming Tools, Finance, Market Analysis, Regression']",Beginner , Specialization , 3 - 6 Months
Organizational Leadership,4.7,"[' Leadership and Management, Communication, Leadership Development, Strategy and Operations, Critical Thinking, Decision Making, Strategy, Business Psychology, Collaboration, People Analysis, People Development, Performance Management, Influencing, Change Management, Employee Relations, Negotiation, Marketing, Innovation, Storytelling']",Intermediate , Specialization , 3 - 6 Months
Corporate Strategy,4.8,"[' Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy, Strategy and Operations, Finance, Mergers & Acquisitions, Business Development']",Beginner , Course , 1 - 4 Weeks
Core Java,4.6,"[' Computer Programming, Java Programming, Programming Principles, Software Engineering, Computer Programming Tools, Problem Solving, Software Engineering Tools, Application Development, Data Structures, Web Development, Mathematical Theory & Analysis, System Programming']",Intermediate , Specialization , 3 - 6 Months
Anatomy,4.8,[' Human Learning'],Beginner , Specialization , 3 - 6 Months
Design a User Experience for Social Good & Prepare for Jobs,4.8,"[' User Experience, User Research, Web Design']",Beginner , Course , 1 - 4 Weeks
ITIL 4 Exam Preparation,4.7,"[' Organizational Development, Leadership and Management, Planning']",Mixed , Course , 1 - 3 Months
Science of Exercise,4.8,"[' Health, Training']",Beginner , Course , 1 - 4 Weeks
Teach English Now! Foundational Principles,4.9,[' Mergers & Acquisitions'],Mixed , Course , 1 - 3 Months
The Art of Visual Storytelling,4.6,"[' Storytelling, Writing']",Beginner , Specialization , 3 - 6 Months
Statistical Analysis with R for Public Health,4.7,"[' Data Analysis, General Statistics, Probability & Statistics, Statistical Analysis, Statistical Tests, R Programming, Regression, Biostatistics, Statistical Programming, Basic Descriptive Statistics, Exploratory Data Analysis, Critical Thinking, Correlation And Dependence, Probability Distribution, Epidemiology, Data Model']",Beginner , Specialization , 3 - 6 Months
Applied Data Science with R,4.5,"[' Data Analysis, R Programming, Computer Programming, Statistical Programming, Data Management, Data Visualization, Databases, Exploratory Data Analysis, Statistical Analysis, Data Analysis Software, Data Structures, Plot (Graphics), Statistical Visualization, Basic Descriptive Statistics, Interactive Data Visualization, SQL, Database Application, Extract, Transform, Load, General Statistics, Visualization (Computer Graphics), Programming Principles, Database Administration, Database Design, Database Theory, Computer Programming Tools, Correlation And Dependence, Data Visualization Software, Visual Design, Data Science']",Beginner , Specialization , 3 - 6 Months
Excel Skills for Data Analytics and Visualization,4.8,"[' Business Analysis, Spreadsheet Software, Data Analysis, Data Analysis Software, Data Management, Data Visualization, Microsoft Excel, Exploratory Data Analysis, Statistical Visualization, Data Model, Data Visualization Software, Database Design, Interactive Data Visualization, Plot (Graphics), Visual Design, Big Data, Power BI']",Intermediate , Specialization , 3 - 6 Months
SAP Professional Fundamentals,4.7,"[' Leadership and Management, Strategy, Strategy and Operations, Business Process Management, Planning, Project Management, Business Analysis, Business Transformation, Cloud-Based Integration, Supply Chain and Logistics']",Beginner , Course , 1 - 3 Months
Introduction to Mathematical Thinking,4.8,"[' Critical Thinking, Mathematical Theory & Analysis, Mathematics, Problem Solving, Computational Logic, Algebra, Applied Mathematics, Data Analysis, Computational Thinking, Decision Making']",Intermediate , Course , 1 - 3 Months
Removing Barriers to Change,4.9,"[' Business Psychology, Change Management, Leadership and Management, Problem Solving, Strategy, Behavioral Economics, Influencing, Marketing, Organizational Development, Strategy and Operations']",Beginner , Course , 1 - 4 Weeks
CompTIA a+ Network,3.7,"[' Data Management, Operating Systems']",Beginner , Course , 1 - 3 Months
The Path to Insights: Data Models and Pipelines,4.7,"[' Data Management, Data Model, Extract, Transform, Load']",Advanced , Course , 1 - 4 Weeks
Data Visualization and Dashboards with Excel and Cognos,4.7,"[' Data Visualization, Plot (Graphics), Microsoft Excel, Statistical Visualization, Business Analysis, Data Analysis, Data Visualization Software, Interactive Data Visualization, Spreadsheet Software']",Beginner , Course , 1 - 4 Weeks
Market Research,4.6,"[' Market Research, Research and Design, Marketing, Market Analysis, Communication, Business Research, Data Analysis, User Research, Critical Thinking, Decision Making, Strategy, Survey Creation, Business Communication, Customer Analysis, Exploratory Data Analysis, Planning, General Statistics, Correlation And Dependence, Data Visualization, Marketing Psychology, Storytelling, Social Media, Writing, Digital Marketing']",Beginner , Specialization , 3 - 6 Months
CVS Health Call Center Customer Service,4.7,"[' Communication, Leadership and Management, Problem Solving']",Beginner , Professional Certificate , 3 - 6 Months
Business English Communication Skills,4.8,"[' Business Communication, Communication, Leadership and Management, Planning, Negotiation, Writing, People Management, Professional Development, Business Intelligence, Strategy, Business Development, Decision Making, Organizational Development, Project Management, Public Relations, People Analysis, Customer Relationship Management, Basic Descriptive Statistics, Data Analysis, Human Resources, Collaboration, Visualization (Computer Graphics), Data Visualization, Reinforcement Learning']",Intermediate , Specialization , 3 - 6 Months
Forensic Accounting and Fraud Examination,4.7,"[' Accounting, Audit, Critical Thinking, Financial Accounting, Risk Management, Regulations and Compliance, Data Analysis, Finance, Problem Solving, Financial Management']",Mixed , Course , 1 - 3 Months
Data Analysis and Visualization with Power BI,4.7,"[' Data Analysis, Data Model, Data Visualization, Power BI']",Beginner , Course , 1 - 3 Months
Satisfaction Guaranteed: Develop Customer Loyalty Online,4.8,"[' Digital Marketing, Marketing, Sales, E-Commerce, Social Media']",Beginner , Course , 1 - 4 Weeks
Programming with JavaScript,4.7,"[' Javascript, Front-End Web Development, Computer Programming, Web Development Tools']",Beginner , Course , 1 - 3 Months
Payroll and Tax Fundamentals,4.7,[' Taxes'],Beginner , Course , 1 - 4 Weeks
Understanding Clinical Research: Behind the Statistics,4.8,"[' Basic Descriptive Statistics, Data Analysis, General Statistics, Probability & Statistics, Statistical Tests, Critical Thinking, Biostatistics, Clinical Data Management, Statistical Visualization']",Beginner , Course , 1 - 3 Months
Contabilidad para no contadores,4.8,"[' Accounting, Finance, Financial Accounting, General Accounting, Accounts Payable and Receivable, Business Analysis, Financial Analysis, Operational Analysis, Planning, Account Management']",Beginner , Course , 1 - 3 Months
Clinical Terminology for International and U.S. Students,4.8,[' Communication'],Beginner , Course , 1 - 3 Months
Data Analysis with R,4.7,"[' General Statistics, Probability & Statistics, Statistical Analysis, Data Analysis, Statistical Tests, Probability Distribution, R Programming, Statistical Programming, Basic Descriptive Statistics, Statistical Visualization, Bayesian Statistics, Exploratory Data Analysis, Plot (Graphics), Problem Solving, Critical Thinking, Correlation And Dependence, Regression, Bayesian Network, Computer Programming']",Beginner , Specialization , 3 - 6 Months
Introduction to Public Relations and the Media,4.7,"[' Communication, Public Relations, Media Strategy & Planning, Strategy, Brand Management, Leadership and Management, Marketing, Strategy and Operations, Planning, Social Media, Critical Thinking, Journalism']",Beginner , Specialization , 3 - 6 Months
The Pronunciation of American English,4.8,[' Communication'],Beginner , Specialization , 3 - 6 Months
Social Media Management,4.9,"[' Brand Management, Digital Marketing, Marketing, Media Strategy & Planning, Social Media, Strategy and Operations, Advertising, Communication, Leadership and Management, Planning']",Beginner , Course , 1 - 4 Weeks
Foundations of Software Testing and Validation,4.6,[' Software Testing'],Beginner , Course , 1 - 4 Weeks
The Integration of Art and Science in Modern Dental Medicine,4.9,[],Intermediate , Specialization , 3 - 6 Months
Transforming the Fashion Business,4.7,"[' Leadership and Management, Research and Design, Brand Management, Design and Product, Strategy and Operations, Supply Chain Systems, Supply Chain and Logistics, Innovation, Marketing, Product Management, Collaboration, Communication, Entrepreneurship, Retail Sales, Sales, Strategy, Business Design, E-Commerce, Interactive Design, Product Lifecycle, Culture, Forecasting, Merchandising']",Intermediate , Specialization , 1 - 3 Months
Machine Learning Foundations for Product Managers,4.6,"[' Machine Learning, Machine Learning Algorithms, Probability & Statistics, Regression, Applied Machine Learning, Data Analysis, Data Mining, Deep Learning, Algorithms, Data Science']",Beginner , Course , 1 - 3 Months
Business Statistics and Analysis,4.7,"[' Probability & Statistics, Statistical Analysis, Business Analysis, General Statistics, Data Analysis, Spreadsheet Software, Basic Descriptive Statistics, Microsoft Excel, Statistical Tests, Probability Distribution, Business Intelligence, Data Analysis Software, Regression, Data Management, Critical Thinking, Data Visualization, Plot (Graphics), Statistical Visualization, Problem Solving']",Beginner , Specialization , 3 - 6 Months
Animal Behaviour and Welfare,4.8,[],Mixed , Course , 1 - 3 Months
Design Thinking,4.6,"[' Leadership and Management, Innovation, Problem Solving, Strategy, Strategy and Operations, Research and Design, Communication, User Experience, Critical Thinking, Human Learning']",Beginner , Specialization , 3 - 6 Months
Professionalism in Allied Health,4.8,"[' Communication, Leadership and Management']",Beginner , Course , 1 - 3 Months
Blockchain Revolution,4.7,"[' BlockChain, Finance, FinTech, Innovation, Cryptography, Strategy and Operations, System Security, Distributed Computing Architecture, Leadership and Management, Contract Management, Entrepreneurship, Network Model, Network Security, Regulations and Compliance, Research and Design, Strategy, Human Resources, Risk Management']",Beginner , Specialization , 3 - 6 Months
Introduction to Cloud Computing,4.6,"[' Cloud Computing, Cloud Applications, Cloud Infrastructure, Cloud Platforms, Cloud Storage, DevOps, IBM Cloud']",Beginner , Course , 1 - 3 Months
"AI, Business & the Future of Work",4.7,"[' Leadership and Management, Strategy, Algorithms, Human Computer Interaction, Human Resources, Machine Learning, Machine Learning Algorithms, Business Process Management, Machine Learning Software, Organizational Development, Training']",Beginner , Course , 1 - 4 Weeks
"GIS, Mapping, and Spatial Analysis",4.8,"[' ArcGIS, Data Analysis, Data Visualization, Geovisualization, Spatial Analysis, Spatial Data Analysis, GIS Software, Data Analysis Software, Data Visualization Software, Data Management, Databases, Statistical Analysis, Operational Analysis, Mergers & Acquisitions']",Beginner , Specialization , 3 - 6 Months
Learn Spanish: Basic Spanish Vocabulary,4.6,"[' Communication, Writing, Culture']",Beginner , Specialization , 3 - 6 Months
Engineering Project Management,4.7,"[' Leadership and Management, Project Management, Strategy and Operations, Planning, Operations Management, Strategy, Critical Thinking, Decision Making, Performance Management, Risk Management, Organizational Development, Leadership Development, People Management, Business Process Management, Change Management, Conflict Management, Estimation']",Beginner , Specialization , 3 - 6 Months
Software Testing and Automation,4.3,"[' Software Testing, Software Engineering, Computer Programming, Java Programming, Mobile Development Tools, Web Development, Problem Solving, Data Analysis Software, Programming Principles, System Software, Android Development, HTML and CSS, Mobile Development, Other Web Frameworks, Planning, Web Development Tools, iOS Development']",Intermediate , Specialization , 3 - 6 Months
Go Beyond the Numbers: Translate Data into Insights,4.8,"[' Data Analysis, Data Visualization, Exploratory Data Analysis, Python Programming, Tableau Software']",Advanced , Course , 1 - 3 Months
Python Data Structures,4.9,"[' Algorithms, Computational Logic, Computational Thinking, Computer Programming, Computer Programming Tools, Data Management, Data Structures, Problem Solving, Programming Principles, Python Programming']",Beginner , Course , 1 - 3 Months
The Singer Songwriter,4.8,"[' Creativity, Writing']",Beginner , Specialization , 3 - 6 Months
Salesforce Sales Development Representative,4.4,"[' Leadership and Management, Sales, Communication, Strategy, Business Analysis, Customer Relationship Management, Prospecting and Qualification, Sales Systems, Business Communication, Business Development, Business Intelligence, Data Management, Professional Development, Salesforce']",Beginner , Professional Certificate , 3 - 6 Months
Managerial Accounting Fundamentals,4.8,"[' Accounting, Cost Accounting, Leadership and Management, Management Accounting, Account Management, Financial Accounting, Budget Management, General Accounting, Critical Thinking, Financial Management']",Beginner , Course , 1 - 4 Weeks
Abnormal Psychology,4.8,[],Beginner , Specialization , 3 - 6 Months
Databases for Data Scientists,4.7,"[' Databases, Data Management, SQL, Database Design, Database Administration, Data Model, Database Theory, PostgreSQL, Critical Thinking, Database Application, Problem Solving, Data Analysis, Data Structures, Big Data, NoSQL, Conflict Management, Store Management, Data Science, Data Warehousing']",Beginner , Specialization , 3 - 6 Months
Learn English: Beginning Grammar,4.9,"[' Writing, Communication']",Beginner , Specialization , 1 - 3 Months
Optical Engineering,4.4,"[' Systems Design, Algorithms']",Advanced , Specialization , 3 - 6 Months
Vital Signs: Understanding What the Body Is Telling Us,4.8,[' Health'],Mixed , Course , 1 - 3 Months
Futures Thinking,4.8,"[' Adaptability, Creativity, Forecasting, Critical Thinking, Innovation, Human Learning, Decision Making, Strategy, Problem Solving, Collaboration, Communication, People Analysis, Planning, Research and Design, Influencing, Strategy and Operations, Emotional Intelligence, Business Transformation, Game Theory, Entrepreneurship, Internet Of Things, Leadership Development']",Beginner , Specialization , 3 - 6 Months
Dynamic Public Speaking,4.7,"[' Communication, Critical Thinking, Public Relations, Strategy, Decision Making, Human Learning, Leadership and Management, People Analysis, People Development, Planning, Problem Solving, Professional Development, Process Analysis, Storytelling, Emotional Intelligence, Writing, Influencing, Organizational Development, Creativity, Deep Learning, Leadership Development, Adaptability']",Beginner , Specialization , 3 - 6 Months
Leading Diverse Teams & Organizations,4.7,"[' Communication, Culture, Leadership and Management']",Beginner , Course , 1 - 4 Weeks
Child Nutrition and Cooking,4.8,[],Beginner , Course , 1 - 3 Months
An Introduction to Consumer Neuroscience & Neuromarketing,4.7,"[' Business Psychology, Market Research, Marketing, Behavioral Economics, Customer Analysis, Decision Making, People Analysis, Emotional Intelligence, Influencing, Research and Design']",Beginner , Course , 1 - 3 Months
Data Science Methodology,4.6,"[' Data Science, Data Analysis, Data Model, Machine Learning, Python Programming, Statistical Machine Learning, Data Mining']",Beginner , Course , 1 - 4 Weeks
Biostatistics in Public Health,4.8,"[' Biostatistics, General Statistics, Probability & Statistics, Statistical Analysis, Statistical Tests, Data Analysis, Regression, Basic Descriptive Statistics, Critical Thinking, Estimation, Probability Distribution, Data Visualization, Problem Solving']",Beginner , Specialization , 3 - 6 Months
Preparation for CompTIA A+ Certification,4.6,"[' Linux, Networking Hardware, Operating Systems']",Intermediate , Specialization , 3 - 6 Months
Introduction to Finance: The Basics,4.7,"[' Accounting, Finance, Financial Analysis, Financial Management, Cash Management, Financial Accounting, Leadership and Management, Investment Management, Management Accounting, Taxes']",Beginner , Course , 1 - 3 Months
Introduction to Electronics,4.7,[' Problem Solving'],Mixed , Course , 1 - 3 Months
Introduction to Artificial Intelligence (AI),4.7,"[' Algorithms, Applied Machine Learning, Artificial Neural Networks, Computer Vision, Deep Learning, Human Learning, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Adaptability, Data Science']",Beginner , Course , 1 - 4 Weeks
Google Cloud Fundamentals: Core Infrastructure,4.7,"[' Cloud Computing, Cloud Infrastructure, Cloud Platforms, Cloud Storage, Google App Engine, Google Cloud Platform, Kubernetes']",Beginner , Course , 1 - 3 Months
"Extract, Transform and Load Data in Power BI",4.5,"[' Data Analysis, Data Mining, Extract, Transform, Load, Power BI']",Beginner , Course , 1 - 4 Weeks
Power Electronics,4.7,[],Intermediate , Specialization , 3 - 6 Months
Customer Analytics,4.6,"[' Basic Descriptive Statistics, Business Analysis, Customer Analysis, Data Analysis, Data Model, Exploratory Data Analysis, Market Analysis, Market Research, Marketing, Strategy']",Mixed , Course , 1 - 3 Months
Data Visualization with Python,4.5,"[' Python Programming, Computer Programming, Data Analysis, Data Visualization']",Intermediate , Course , 1 - 3 Months
Industrial Biotechnology,4.7,[],Beginner , Course , 1 - 3 Months
From Data to Insights with Google Cloud,4.6,"[' Google Cloud Platform, Cloud Computing, SQL, Databases, Data Analysis, Big Data, Cloud Platforms, Data Management, Exploratory Data Analysis, Data Analysis Software, Data Model, Machine Learning, Applied Machine Learning, Human Learning, Data Visualization, Machine Learning Software, Database Theory']",Beginner , Specialization , 3 - 6 Months
Autodesk CAD/CAM/CAE for Mechanical Engineering,4.8,[],Intermediate , Specialization , 3 - 6 Months
